"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1988-Q3","Q3-1988","PC","Percentage","0","Units",,,3.933906501,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1988-Q4","Q4-1988","PC","Percentage","0","Units",,,3.89070407,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1989-Q1","Q1-1989","PC","Percentage","0","Units",,,3.976310626,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1989-Q2","Q2-1989","PC","Percentage","0","Units",,,3.522043217,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1989-Q3","Q3-1989","PC","Percentage","0","Units",,,3.756898614,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1989-Q4","Q4-1989","PC","Percentage","0","Units",,,3.535960369,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1990-Q1","Q1-1990","PC","Percentage","0","Units",,,3.512449055,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1990-Q2","Q2-1990","PC","Percentage","0","Units",,,4.208845553,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1990-Q3","Q3-1990","PC","Percentage","0","Units",,,3.367528399,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1990-Q4","Q4-1990","PC","Percentage","0","Units",,,2.260748857,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","Units",,,1.49297373,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","Units",,,1.211311193,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","Units",,,1.218144419,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","Units",,,1.885960608,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","Units",,,2.736862069,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","Units",,,2.57804831,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","Units",,,2.720014867,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","Units",,,2.998818796,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","Units",,,1.913907319,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","Units",,,1.807720506,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","Units",,,1.897711211,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","Units",,,2.128142871,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","Units",,,2.896450226,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","Units",,,2.640224148,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","Units",,,2.96145011,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","Units",,,2.846606853,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","Units",,,2.118446636,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","Units",,,2.672895965,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","Units",,,2.437267342,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","Units",,,2.023738856,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","Units",,,3.067960597,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","Units",,,3.056163898,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","Units",,,2.864172897,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","Units",,,3.369324045,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,3.289123342,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,3.011719002,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,3.452802448,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,3.553909876,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,2.902624765,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,3.356746913,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,3.510755192,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,3.288899729,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,3.891413664,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,4.075009367,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,3.929614161,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,4.193832491,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,4.592539768,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,4.224035301,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,3.955880121,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,3.546942255,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,2.748642192,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,2.199917128,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,1.886571316,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,2.049585815,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,2.049165996,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,2.313011892,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,2.556337114,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,2.120661929,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,2.091577497,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,2.176771026,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,2.411894232,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,2.805868251,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,3.166364369,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,3.097828499,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,2.900032316,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,2.962336837,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,2.787481192,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,3.116246233,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,3.247120365,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,2.818347477,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,3.012767352,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,2.69051762,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,2.231086353,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,2.794246649,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,2.588986303,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,2.675258674,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,2.852083974,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,2.340070604,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,1.936562936,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,1.12471438,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,0.034069707,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,-1.598359976,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,-2.39506163,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,-2.14441239,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,-1.060589243,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,0.406745454,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,1.492250319,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,2.293259994,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,2.537382591,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,2.548935561,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,2.29059842,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,1.609202299,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,1.263114136,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,0.960853124,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,1.234315019,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,1.07107825,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,0.850077085,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,1.087219467,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,1.058510002,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,1.349014967,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,1.641483917,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,1.816248713,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,1.771598952,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,1.636406773,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,1.91213489,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,2.26878249,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,2.481635243,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,2.822491309,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,2.694129422,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,2.342830538,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2.40010382,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,2.25124665,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,2.105342159,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,2.364533278,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.274836354,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,2.453721397,,
"OECD","OECD - Total","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,2.512609002,,
